Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"At a state revenue agency's taxpayer-services division, someone proposes uploading taxpayer records as-is while instructing Claude ""do not retain or reuse this information."" Why is this insufficient?",multiple-choice,"It is sufficient, because the instruction constrains how the data is handled.",,It is insufficient only because the instruction should appear in the Project instructions rather than the chat.,,It is insufficient because the instruction should also name the applicable statute.,,"An instruction in a prompt is not a technical or contractual control — the regulated data has already been transmitted, and policy governs that transmission regardless of what the prompt says.",,,,,,4,"The exposure happens at the moment of upload. A sentence in a prompt is a request to a model, not an access control or a contractual safeguard, so it cannot retroactively make a prohibited transmission compliant.","D6 Governance, Risk & Responsible Use"
"At a national grantmaking foundation's program team, a staffer proposes using Claude to write declination letters that state the specific reasons an application failed — inferring plausible reasons from the proposal itself whenever the reviewer left the rationale field blank. What is the governance problem?",multiple-choice,The letters would be too slow to produce at the foundation's volume.,,"The letters would present invented reasoning as the reviewer's actual basis for the decision, telling applicants something the foundation does not know to be true.",,"There is no problem, provided the letters note that they were AI-assisted.",,The problem is only that applicants might reply asking for further detail.,,,,,,2,"Inferring a rationale that no reviewer recorded and presenting it as the decision's basis misrepresents how the decision was reached — a transparency and honesty failure that also misleads the applicant. The fix is to obtain the real rationale, not to generate a plausible one; a disclosure line does not make the stated reasons true.","D6 Governance, Risk & Responsible Use"
"At a semiconductor firm's quality-engineering group, an engineer realizes a lot-disposition task would be much faster if they skipped the organization's AI data-handling policy just this once, to hit a shipment deadline. What should they do?",multiple-choice,Skip the policy for this task and document it afterwards.,,Skip the policy only for the non-critical portion of the data.,,Follow the policy and use an approved path — raising the deadline pressure and requesting an exception through the proper channel if one is genuinely needed.,,Ask a manager verbally and proceed if the manager agrees it is low risk.,,,,,,3,"Policies do not carry a schedule-pressure exemption, and exceptions are granted through the governance process, not by individual or informal judgment. Retroactive documentation and verbal approvals do not make a prohibited handling compliant.","D6 Governance, Risk & Responsible Use"
"An analyst at a municipal transit authority's service-planning group presents an unverified Claude-generated ridership projection to the board as a confirmed finding, without saying it was AI-generated or unverified. Which principle does this most directly violate?",multiple-choice,Data minimization.,,Honesty and transparency — misrepresenting the status and provenance of the information a decision rests on.,,Least-privilege access.,,Retention limitation.,,,,,,2,"The failure is representational: the board is led to believe a projection is confirmed when it is neither verified nor attributed. That is a transparency and honesty violation, distinct from the data-protection principles listed.","D6 Governance, Risk & Responsible Use"
"An output for a freight brokerage's carrier-operations desk consistently rates carriers owned by one demographic group lower on ""professionalism,"" with no supporting performance data. Which ethical principle does this concern?",multiple-choice,Fairness — systematically disadvantaging a group without factual basis.,,Confidentiality.,,Data minimization.,,Availability.,,,,,,1,"Systematically unfavorable, unsupported treatment of a group is a fairness and bias concern, and it requires reviewing outputs for skew rather than only for factual accuracy.","D6 Governance, Risk & Responsible Use"
"A Claude-drafted restoration sequence at a public utility's field-operations group was approved by a supervisor and executed, and it turned out to be wrong. In the after-action review, how should accountability be characterized?",multiple-choice,"It is shared with the AI vendor, since the recommendation originated from its system.",,"It rests with the team that configured the Project, since the configuration shaped the recommendation.",,"It rests with the supervisor who reviewed and approved the sequence; the review should be examined for what it failed to catch, and the workflow's checkpoints strengthened.",,"No individual is accountable, because the recommendation was AI-generated and disclosed as such.",,,,,,3,"Accountability follows the decision, not the draft. The supervisor who approved and acted remains responsible, and the useful review question is why the checkpoint did not catch the error. Configuration and vendor involvement do not absorb responsibility, and disclosure does not dissolve it.","D6 Governance, Risk & Responsible Use"
An industrial manufacturer's supply-chain planning group wants to use Claude on supplier data that includes commercially confidential contract terms. Which two actions are consistent with responsible use? (Choose two.),multi-select,Confirm what the organization's AI policy and the supplier agreements permit before any data is shared.,,"Share only the minimum data the analysis actually requires, redacting or aggregating the rest.",,Share everything available so the analysis is not limited by missing context.,,Rely on the chat being private to the group as the safeguard for confidential terms.,,,,,,"1,2","Responsible handling means checking the governing policy and contractual permissions first, then sharing the minimum necessary. Maximizing context and treating a private chat as a safeguard both ignore where the data actually goes.","D6 Governance, Risk & Responsible Use"
A B2B SaaS company's customer-success organization keeps getting renewal briefs that are fluent but generic and could describe almost any account. What is the most likely cause and fix?,multiple-choice,The model tier is too low; escalate to the most capable model and resend.,,"The prompt underspecifies audience, purpose, and constraints; add the account specifics, the decision the brief supports, required sections, and an example of a good brief.",,The request is too long; shorten it until the output improves.,,Claude lacks the capability for account analysis; do this work manually.,,,,,,2,"Generic output is the signature of an underspecified prompt. Supplying specifics, purpose, structure, and an exemplar is the direct fix; escalating the model or truncating the request does not add the missing information.",D7 Troubleshooting & Optimization
"During a long planning thread at a semiconductor firm's quality-engineering group, Claude begins repeating resolved points and contradicting decisions made earlier in the conversation. What is the likely cause and fix?",multiple-choice,The model is degrading over time; switch models and continue the same thread.,,The prompt style is inconsistent; standardize phrasing and continue in the same thread.,,"Earlier turns have fallen outside the usable context; start a fresh chat with a curated summary of decisions and constraints, and persist durable items in the Project.",,The chat has too many participants; restrict it to one person.,,,,,,3,Contradiction and repetition late in a long thread indicate that earlier content is no longer effectively in context. Restarting with a compact carry-over and persisting durable items is the fix; the model is not degrading and phrasing is not the cause.,D7 Troubleshooting & Optimization
"An output for a national grantmaking foundation's program team contains confident, plausible-sounding details — named reports, precise figures — that turn out not to exist. What is the likely cause and fix?",multiple-choice,Claude was asked an unanswerable question; stop using it for research topics.,,The temperature setting is too high; lower it and regenerate.,,The output was too long; request a shorter version to reduce errors.,,"Unsupported generation — the request asked for specifics the model had no grounded source for; supply authoritative sources or use a cited research approach, and verify every specific before use.",,,,,,4,"Fabricated specifics arise when a prompt demands detail the model cannot ground. The fix is to supply the sources or use a cited research approach, and to verify specifics regardless. Shortening the output and abandoning the tool address neither the cause nor the verification duty.",D7 Troubleshooting & Optimization
"A Project at a state revenue agency's taxpayer-services division keeps giving answers based on the prior filing season's penalty thresholds, even though staff mention the current thresholds in chat. What is the likely cause and fix?",multiple-choice,Claude cannot process numerical thresholds; have staff apply them manually.,,The Project's knowledge still holds the prior season's guidance; replace the outdated documents with the current ones and review the instructions that reference them.,,The chat history is too short; provide more context in each message.,,The Project needs a more capable model; upgrade the model tier.,,,,,,2,The Project is faithfully using stale knowledge. Correcting it in chat each time treats the symptom; replacing the outdated documents — and checking instructions that point at them — removes the cause.,D7 Troubleshooting & Optimization
"A freight brokerage's carrier-operations desk finds that its 400,000-note tagging job has become too slow and too costly. What is the likely cause and fix?",multiple-choice,The task is inherently unsuitable for AI; return to manual tagging.,,The prompts are too short; lengthen them to improve efficiency.,,"The job uses a more capable model than the task requires; move the simple, high-volume classification to the fastest, lowest-cost model and reserve the capable model for the genuinely hard cases.",,The notes should be processed one at a time in separate chats.,,,,,,3,"Cost and latency problems at scale usually trace to a model tier above what the task needs. Routing simple bulk classification to the fastest, cheapest model — and escalating only hard cases — is the standard optimization.",D7 Troubleshooting & Optimization
"A municipal transit authority's service-planning group has changed its prompt, switched model tier, and added two knowledge files all at once, and output quality improved. It now wants to know what actually helped. What is the correct approach?",multiple-choice,Keep all three changes and assume each contributed equally.,,Ask Claude which of the three changes improved its output.,,"Revert to the previous setup and accept the earlier quality, since the cause is unknown.",,"Establish a baseline and change one variable at a time, measuring each against the same evaluation set before adopting it.",,,,,,4,"Attribution requires controlled comparison: a fixed baseline, one change at a time, measured on a consistent evaluation set. Bundled changes cannot be attributed by assumption or by asking the model, and reverting wholesale discards a real gain.",D7 Troubleshooting & Optimization
