Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A team wants to publish a Claude-drafted report externally under the organization's name. What must be established?,multiple-choice,That the report does not reproduce material from the sources it was drawn from.,,That the organization is permitted to publish output produced in this manner.,,That the drafting was disclosed to the readers who will be receiving the report.,,That someone has verified the content and takes responsibility for what it says.,,,,,,4,"Publication attaches the organization's name to every claim, so the requirement is an accountable person who has checked it and stands behind it. Disclosure norms and source-handling matter and are secondary to that. Nothing prohibits publishing assisted work; what would be indefensible is publishing it without anyone having taken responsibility for its accuracy.","D6 Governance, Risk & Responsible Use"
Names have been removed from a dataset before it is used in prompts. What remains to be checked?,multiple-choice,Whether individuals can still be identified from the combination of remaining fields.,,Whether the original dataset is retained somewhere that access can be controlled.,,Whether the analysis remains valid once the identifying fields have been removed.,,Whether the removal was applied consistently across every record in the dataset.,,,,,,1,"Removing direct identifiers is the easy half. Re-identification typically comes from combinations: a role, a location and a date can single someone out in a small population. Testing whether the remaining fields are jointly distinguishing is what establishes the data is actually de-identified. Consistency and utility are real concerns of a lower order.","D6 Governance, Risk & Responsible Use"
A regulatory filing will incorporate Claude-drafted text verbatim. What does that require beyond ordinary review?,multiple-choice,"Verification against the requirements the filing must satisfy, clause by clause.",,Confirmation that the text does not resemble filings previously made by others.,,A record showing which portions of the filing were produced with assistance.,,Sign-off by a person senior enough to be accountable for the filing as a whole.,,,,,,1,"A regulatory filing is judged against a specification, and fluent text that misses a required element fails whether a person or a model wrote it. Checking against the requirements is the control that fits the risk. Attribution records and senior sign-off are governance practices that do not establish the filing is compliant.","D6 Governance, Risk & Responsible Use"
An incorrect Claude-assisted output has already reached a customer. What is the correct order of response?,multiple-choice,"Address the process, then correct it with the customer, then establish the cause.",,"Establish the cause, then correct it with the customer, then address the process.",,"Correct it with the customer, then establish the cause, then address the process.",,"Correct it with the customer, then address the process, then establish the cause.",,,,,,3,"The person affected comes first, and correcting the record does not require knowing why it happened. Understanding the cause has to precede changing the process, because a change made before the cause is known usually addresses the wrong thing. Investigating before contacting the customer leaves them acting on bad information in the meantime.","D6 Governance, Risk & Responsible Use"
Three changes are made to a failing prompt at once and the output improves. What is the problem?,multiple-choice,"Nobody knows which of the three mattered, so none of it can be relied on a second time.",,"The improvement may not persist, since the output varies between runs regardless.",,"The prompt has become longer than necessary, which raises the cost of every run.",,"The changes may interact, producing an improvement that neither would alone.",,,,,,1,"The purpose of a fix is to be reusable, and a bundle of simultaneous changes yields no transferable knowledge: the team cannot apply the insight elsewhere or safely remove the parts that do nothing. Changing one thing at a time is slower per iteration and much faster overall. Length and variance are secondary here.",D7 Troubleshooting & Optimization
A user reports a bad output but the conversation is no longer available. What should happen before investigating?,multiple-choice,Collect the user's description in as much detail as they are able to provide about it.,,Review the prompt and configuration for anything that could plausibly produce it.,,"Establish a case that reproduces the problem, since there is nothing to examine otherwise.",,Check whether other users have encountered anything resembling the same problem.,,,,,,3,"Without a reproducible case, any change made is a guess and there is no way to tell whether it worked. Reproduction converts a report into something testable, and the attempt itself often reveals the trigger. Descriptions, corroboration and inspection all inform the attempt without substituting for having a case in hand.",D7 Troubleshooting & Optimization
A workflow produces good output for most of the team and poor output for one person. Where should investigation start?,multiple-choice,"The training, since that person may be using the workflow differently from the others.",,"The model, since variation between users may reflect variation in how it responds.",,The differences in how that one person is set up and in what they are supplying to it.,,"The prompt, since it is the component common to everyone who is using the workflow.",,,,,,3,"When a component is shared and the outcome differs, the cause is in what differs: their inputs, their configuration, their access to the knowledge the others have. That is the fastest cut through the search space. The prompt and the model are constant across the group and therefore cannot by themselves explain a difference between its members.",D7 Troubleshooting & Optimization
A change fixed the reported problem and a different category of output has since degraded. What does this indicate?,multiple-choice,The original problem was misdiagnosed and the change fixed something else entirely.,,The change addressed a symptom in a way that traded one behaviour off against another.,,The degradation is unrelated and happens to have been noticed at the same time.,,The change was applied too broadly and should have been limited to the failing cases.,,,,,,2,"Prompts are not modular: a clause added to suppress one behaviour reweights everything. A fix that helps one category and harms another usually means the change was aimed at the symptom rather than the cause, and the correction is to understand why the original failed. Narrowing the scope of the change manages the trade rather than removing it.",D7 Troubleshooting & Optimization
"A prompt has been through nine rounds of refinement, with the last three producing marginal gains. What should the team consider?",multiple-choice,"Whether the current output is good enough for its purpose, and stopping if it is.",,"Whether the task itself should be decomposed, since refinement has clearly stalled.",,Whether a different person should attempt the refinement with a fresh perspective.,,Whether a more capable model would produce a better result than further refinement.,,,,,,1,"Diminishing returns are information: the prompt is near what this framing can deliver, and the question becomes whether that is sufficient rather than how to squeeze more. Optimization has a cost and an endpoint. Escalating the model or restructuring the task are reasonable next steps only once the team has decided the current result is genuinely not good enough.",D7 Troubleshooting & Optimization
A team resolves the same class of problem for the third time in two months. What is missing?,multiple-choice,"A single owner for the workflow, who would recognize the problem immediately.",,"A standard prompt that avoids the problem, which would prevent it from recurring.",,A check in the workflow that detects the problem before it reaches a user.,,"A written record of the diagnosis and the fix, which others can find before starting over.",,,,,,4,"Rediscovering a known fix is pure waste, and it happens because the knowledge lived in one conversation and one person's memory. Writing down what the symptom was, what caused it and what fixed it is what converts an incident into an asset. Prevention through a standard prompt or a check is better still where possible, and it depends on the same record existing.",D7 Troubleshooting & Optimization
