Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A summary of candidate feedback consistently characterizes one group's responses as less constructive, and the underlying responses do not support that. What is this, and what should happen?",multiple-choice,"A sampling problem, which should be addressed by drawing a much more representative set of responses.",,"A prompt problem, which should be addressed by asking for a more balanced characterization.",,"A fairness failure, which should be treated as a defect in the output rather than a wording preference.",,"A source problem, which should be addressed by checking whether the responses were transcribed.",,,,,,3,"An unsupported systematic characterization of a group is a fairness failure, and naming it as a defect is what ensures it is corrected rather than softened. Re-prompting for balance can produce more neutral wording over the same unsupported basis. Sampling and transcription are worth ruling out and are not what the stem describes.","D6 Governance, Risk & Responsible Use"
A supplier's terms permit processing data for service delivery only. A team wants to use the same data to evaluate a new workflow. What applies?,multiple-choice,"Nothing further, since the data is already held and the evaluation does not disclose it to anyone.",,"The purpose limit in the terms, which the new use falls outside and therefore requires resolving.",,"The data-minimization principle, since only the fields the evaluation needs should be used for it.",,"The internal policy, since the evaluation is an internal activity rather than a service to the supplier.",,,,,,2,"A purpose limitation constrains what the data may be used for, not merely who sees it, so a new purpose has to be reconciled with the terms before it proceeds. Internal-only use does not lift a contractual limit, and minimization is a control applied within a permitted purpose rather than a substitute for having one.","D6 Governance, Risk & Responsible Use"
A team encounters a situation the AI policy does not address. What is the correct action?,multiple-choice,"Raise it with whoever owns the policy, since silence is not the same as permission.",,Proceed with caution and document the reasoning in case the decision is questioned later.,,"Apply the closest analogous rule in the policy, since it reflects the intended approach.",,Follow the most restrictive interpretation available until the policy has been updated.,,,,,,1,"Where policy is silent, the decision belongs to whoever owns it rather than to the person who happened to encounter the gap. Reasoning by analogy and choosing a conservative default both make a governance determination without the standing to make it, and documenting the reasoning records an unauthorized decision rather than avoiding one.","D6 Governance, Risk & Responsible Use"
"What record would allow an organization to explain, months later, how a particular Claude-assisted output was produced?",multiple-choice,"The Project configuration in force at the time, including its instructions and knowledge.",,"The final output as issued, together with the date on which it was sent to the recipient.",,"What was asked, what material was supplied, what was returned, and who reviewed it.",,The name of the person who produced the output and the task they were working on.,,,,,,3,"Reconstructing how an output came about requires the inputs, the output and the human step between them, since any of those may be where the explanation lies. The final document alone shows the result without its basis, configuration is one input among several, and attribution identifies who to ask rather than answering the question.","D6 Governance, Risk & Responsible Use"
Data was collected to fulfil customer orders. A team proposes using it to train a churn model. What is the concern?,multiple-choice,"The data may be out of date, since fulfilment records reflect a point already in the past.",,"The data may be insufficient for the model, since it was gathered for a different objective.",,"The data will need cleaning, since operational records are rarely fit for analytical use.",,"The data is being used for a purpose it was not collected for, which needs to be addressed.",,,,,,4,"Purpose limitation is the governance point: information gathered for one stated reason being repurposed for another needs to be reconciled with whatever basis permitted its collection. Sufficiency, quality and recency are analytical concerns that arise only once the use itself is permitted, and treating them as the objection misses the obligation entirely.","D6 Governance, Risk & Responsible Use"
"A workflow fails roughly one time in five, with no pattern anyone can identify. What does intermittency suggest about where to look?",multiple-choice,"At the model tier, since intermittent quality is characteristic of an under-powered model.",,"At the prompt, since an ambiguous instruction may be interpreted differently on different runs.",,"At the volume, since failures clustering under load indicate a capacity-related problem.",,"At what varies between runs, since a constant configuration cannot explain a variable outcome.",,,,,,4,"A failure that appears only sometimes has to be explained by something that differs between runs — the inputs, the context carried in, the material retrieved. Fixed elements cannot account for a variable result. Prompt ambiguity is one candidate among several and is worth reaching only after establishing what actually varies.",D7 Troubleshooting & Optimization
An output is wrong and the team cannot tell whether the prompt or the supplied source material is at fault. What isolates it fastest?,multiple-choice,Rewrite the prompt more specifically and see whether the output improves on the same material.,,Compare the output against one produced by a more capable model on the same inputs.,,Run the same prompt against material known to be correct and see whether the fault persists.,,Ask the model which part of the input led it to the conclusion that turned out to be wrong.,,,,,,3,"Holding one variable fixed while changing the other is what isolates a cause. Substituting known-good material tests the prompt directly: if the fault persists the prompt is implicated, and if it clears the material is. Rewriting the prompt changes the thing under test, and asking the model to explain its own error produces a plausible account rather than evidence.",D7 Troubleshooting & Optimization
Costs for a workflow have risen sharply with no change in the number of requests. What should be examined first?,multiple-choice,"The output length, since longer responses are the usual explanation for rising spend.",,"The retry rate, since failed requests that are retried consume budget without producing any output.",,"The model tier, since a tier change is the most common single cause of a cost increase.",,"What is now being sent with each request, since request count is not the only thing that drives cost.",,,,,,4,"With volume flat, the size of each request is what remains — accumulated context, larger attachments, a knowledge base that has grown. Tier, output length and retries are all real contributors and all specific hypotheses to test after establishing what actually changed about the requests themselves.",D7 Troubleshooting & Optimization
"A team increases the model tier to fix a quality problem, and quality improves. Why might this still be the wrong conclusion?",multiple-choice,"The comparison may be unfair, since the two tiers were not tested on identical inputs.",,The larger model may introduce different failures that have not yet appeared in the outputs.,,"The improvement may be within normal variation, since a single comparison establishes very little.",,"The underlying cause may remain, with the larger model compensating at a permanently higher cost.",,,,,,4,"A more capable model can mask an under-specified prompt or stale grounding rather than fixing it, which buys an improvement at a recurring cost while leaving the real defect in place. It is worth specifying the prompt fully and then re-testing on the original tier. Variation and unfair comparison are genuine methodological risks, distinct from the diagnostic error described.",D7 Troubleshooting & Optimization
Output quality dropped after several changes were made in one week. How should the cause be found?,multiple-choice,"Re-test each change alone against a fixed evaluation set, since combined changes cannot be attributed.",,"Revert every change and reapply them in order, keeping whichever version produces good output.",,"Compare current output against output from before the changes, to establish how much it moved.",,"Examine the change most likely to be responsible, since testing all of them would be disproportionate.",,,,,,1,"Attribution requires isolating variables, so each change is tested alone against the same fixed evaluation set. Reverting and reapplying in order is a slower version of the same idea that also risks stopping at the first apparent improvement. Guessing at the likely culprit skips the measurement, and confirming that quality moved is a step already taken.",D7 Troubleshooting & Optimization
In what order should the likely causes of a poor output be examined?,multiple-choice,"The model, and then the prompt, then the source material, then what else is in context.",,"The source material, then the model, then the prompt, then what else is in context.",,"What else is in context, then the prompt, then the model, then the source material.",,"The prompt, then the source material, then what else is in context, then the model itself.",,,,,,4,"The order runs from the cheapest and most commonly responsible to the most expensive and least likely. Prompt specification accounts for the largest share of poor output and costs nothing to correct; grounding comes next; accumulated context next; and the model last, because escalating tier is expensive and frequently masks one of the earlier causes rather than resolving it.",D7 Troubleshooting & Optimization
